code,name,categories,price,market_cap_yi,ttm_revenue_yi,ttm_net_yi,ttm_deduct_yi,pe_ttm_net,pe_ttm_deduct,q1_revenue_yi,q1_net_yi,q1_deduct_yi,q1_rev_yoy,q1_net_yoy,q1_deduct_yoy,q1_gross_margin,q1_net_margin,q1_roe,rev_positive_quarters,deduct_positive_quarters,s5_operating_score,pe_to_growth,basic_gate
688668,鼎通科技,PCB_CCL_连接,243.46,339.07,16.6638494792,2.6795609019,2.4942593608,126.53938925574528,135.94015334926831,4.5740191007,0.8032743837999999,0.7663621142,20.7846460378,51.8583637734,55.8950523205,32.39243901,17.593365637167,3.9806168796,4,4,59.1,2.43,True
300866,安克创新,AI软件工业智能,110.6,644.7,321.2866781648,25.2096486482,22.8645863467,25.573541662431396,28.196442753185792,76.0764554567,4.7159418971,5.4675889689999995,26.9341196727,-4.8747290676,24.388224163,43.640113345838,6.190120473975,4.3467880432,4,3,58.0,1.16,True
300693,盛弘股份,供电液冷数据中心,33.52,104.85,36.0262712773,4.884042937699999,4.8207525185,21.467870233216274,21.749716376775254,7.4429647362,0.8518423869,0.8546586684,23.1295201985,16.8633055885,25.0073576136,40.579876848134,11.513368274233,3.8541668852,3,3,57.1,0.87,True
002315,焦点科技,AI软件工业智能,24.18,99.72,19.9034721392,4.895406479199999,4.7882532526,20.370116439502713,20.82596611736284,5.122637984,0.9793799970999999,0.9596311398999999,15.6223478275,-12.5344454107,-11.9611785576,77.529029052133,16.63417828332,3.4863740082,4,2,56.5,,False
300454,深信服,AI软件工业智能,107.48,463.84,84.07821192899999,5.7791377202,4.8518073391000005,80.2611085696618,95.60148777177977,16.2665287273,-0.6450300768,-0.8074900726,28.9094766813,74.1600188952,69.1143465792,60.326783411576,-3.965382458751,-0.6273006785,4,3,56.4,1.38,False
301162,国能日新,AI软件工业智能,35.76,66.76,7.2414032617999995,1.3625501813999998,1.2921883413,48.9963605827751,51.66429526274508,1.5182822572,0.2260944655,0.2091423316,4.6700584648,36.1403144452,39.4743177936,65.326573935544,14.943508614691,1.417080898,4,4,55.5,1.31,False
002439,启明星辰,AI软件工业智能,13.12,158.94,23.641538127600004,-5.2520434411000005,-3.9867058413,,,6.6738151730999995,0.4871267591,0.7005607470999999,4.1470609687,2949.9760244732,236.1076417779,58.204584368129,7.299074764064,0.4482589666,1,1,55.4,,False
002518,科士达,供电液冷数据中心,33.53,195.22,55.671227471099996,6.3847772574,6.038988572899999,30.575851299078398,32.32660529878315,12.402940801199998,1.3864293828999998,1.2995832476,31.4663261381,24.8438963132,26.0555258757,29.712449760652,11.403304203171,2.8286765274,4,4,55.0,1.24,True
601138,工业富联,算力服务器网络,57.59,11428.21,9935.50215,406.49643,395.34888,28.1139246413554,28.906645694810113,2510.78078,105.94857,102.49511,56.5177808658,102.5485133656,109.0534241627,7.350507916506,4.220407884435,6.1778271938,4,4,53.9,0.29,False
688475,萤石网络,AI软件工业智能,26.64,209.79,59.3372748694,6.1116912981,5.6418161117,34.32601382619234,37.18483478483771,14.128250678599999,1.8264844093000001,1.7820165653,2.359460096,32.3000073453,29.3920259957,50.472130714675,12.927887895326,3.1056861612,4,4,53.8,1.27,False
688271,联影医疗,AI医药影像,110.37,909.62,142.2986923102,18.9808787167,17.632025050899998,47.92296571600168,51.58908278397494,29.0756649456,3.9886928277999996,3.718616388,17.3376279997,7.7785596595,-1.754461164,47.161431255505,13.497317583424,1.8324597083,4,3,53.8,,False
603662,柯力传感,机器人具身,52.6,147.72,16.0054846148,3.0601630653,2.2277842274,48.27193742550397,66.30803745854728,3.5768924681,0.4111929894,0.5151748354,13.3435707728,-45.6484047789,20.7630547705,46.345955034555,15.417655135519,1.4843329853,4,4,53.7,3.19,True
688169,石头科技,机器人具身,99.17,257.11,194.93924377,14.19031723,11.09299159,18.11869289690291,23.17769718961808,42.2713756,3.23196897,2.58890033,23.3124235029,20.8269381579,7.0819290026,43.255166836823,7.645762017738,2.2837432121,4,2,53.4,3.27,False
002281,光迅科技,光互联,189.45,1567.82,124.7972138867,10.360660190900001,10.0191017827,151.32433369227294,156.48308940299992,27.7335284792,2.3993167146000003,2.2777742056,24.7949049751,59.7558885585,61.2257306789,26.832577655891,8.382567838216,2.3491477943,4,4,53.2,2.56,True
000988,华工科技,光互联,117.62,1182.67,152.6514462835,16.9935213081,12.509034997100002,69.59534628271997,94.54526270605055,42.6585570283,6.384619270700001,3.7274444279,27.1313315504,55.7587014575,20.511295583,19.811644928808,15.098800360798,5.6141686096,3,3,52.5,4.61,True
002236,大华股份,AI软件工业智能,16.02,523.74,333.900002187,39.0239940584,28.148448775299997,13.42097375312776,18.606353912460605,69.0234665363,6.9778008297000005,5.8877313813,10.3293393481,6.8078221327,16.9339923306,43.765401392167,10.31479923854,1.8318479624,4,4,51.8,1.1,True
301095,广立微,AI软件工业智能,77.57,155.36,7.7384968888,0.9168617726,0.45996699090000004,169.44757066208172,337.76336796693386,1.0535732712,-0.1071674753,-0.19513120890000002,58.4680269188,21.8608928091,10.7769455574,56.09919208816,-13.769574197224,-0.3387686916,4,2,51.4,31.34,False
688160,步科股份,机器人具身,107.01,97.61,7.806896976900001,0.7467185685,0.6137653712,130.71859214118365,159.03471355700364,1.890015943,0.1331360886,0.10237092869999999,43.2191989447,19.697315489,16.4318229177,32.863891587818,7.044178071253,1.0204438476,4,4,51.0,9.68,True
688202,美迪西,AI医药影像,72.69,97.66,12.6061564281,-1.3766603704999998,-1.5089769882,,,3.6464448063,0.15615353710000002,0.1087625405,36.5242815642,207.3454008884,156.1124380297,26.055049051025,4.282350217675,0.8023211391,4,4,50.2,,False
688097,博众精工,机器人具身,45.01,201.04,73.0932024301,6.5272035226,3.5325146043,30.80032655698763,56.911300453020466,14.8067297092,0.2847898164,-0.1587918096,100.8970389662,191.9331783377,56.4456179975,23.277423998349,1.508889120608,0.5945672304,4,3,49.5,1.01,False
